0.000000000000000000e+00,1.111111111111107370e-04,2.222222222222214739e-04,3.333333333333329969e-04,4.444444444444429479e-04,5.555555555555562056e-04,6.666666666666659939e-04,7.777777777777766495e-04,8.888888888888858957e-04,1.000000000000000671e-03
0.000000000000000000e+00,4.650000000000003089e-03,8.500000000000005815e-03,1.304999999999998349e-02,1.859999999999996378e-02,2.229999999999994487e-02,2.474999999999995606e-02,3.124999999999995143e-02,3.494999999999993251e-02,4.204999999999995547e-02
0.000000000000000000e+00,2.995000000000000995e-01,4.951000000000002066e-01,6.266999999999999238e-01,7.159499999999995312e-01,7.755499999999999616e-01,8.185000000000011156e-01,8.355500000000004590e-01,8.561499999999998556e-01,8.623500000000006160e-01
5.000000000000000240e-05,3.959999999999996162e-02,5.059999999999991588e-02,4.814999999999994285e-02,4.479999999999995097e-02,3.664999999999995345e-02,3.274999999999995276e-02,2.929999999999995802e-02,2.374999999999994824e-02,2.274999999999996816e-02
5.796999999999998820e-01,3.444499999999999229e-01,2.169000000000000095e-01,1.360500000000000320e-01,9.204999999999996518e-02,6.665000000000000091e-02,4.709999999999992665e-02,3.834999999999995357e-02,3.004999999999994481e-02,2.439999999999994604e-02
0.000000000000000000e+00,3.769999999999995577e-02,4.939999999999995089e-02,4.939999999999995089e-02,4.339999999999993863e-02,3.684999999999993836e-02,3.244999999999992335e-02,2.919999999999994475e-02,2.594999999999995921e-02,2.394999999999994703e-02
4.202500000000000124e-01,2.741000000000001213e-01,1.795000000000000207e-01,1.266500000000000403e-01,8.519999999999998408e-02,6.199999999999997180e-02,4.444999999999994095e-02,3.634999999999997261e-02,2.914999999999993291e-02,2.449999999999996972e-02
0.000000000000000000e+00,4.300000000000002605e-03,8.450000000000006117e-03,1.184999999999998901e-02,1.789999999999996455e-02,2.294999999999996348e-02,2.894999999999994800e-02,3.439999999999994451e-02,3.684999999999995224e-02,3.774999999999995026e-02
0.000000000000000000e+00,1.478500000000000925e-01,2.529999999999999472e-01,3.243499999999999717e-01,3.735000000000001097e-01,4.046000000000000152e-01,4.122500000000000608e-01,4.151499999999997970e-01,4.149500000000000410e-01,4.171000000000000818e-01
0.000000000000000000e+00,5.820000000000000867e-02,1.202499999999999680e-01,1.718000000000000638e-01,2.192999999999999394e-01,2.686999999999999389e-01,3.134500000000001729e-01,3.535000000000000364e-01,3.924500000000002431e-01,4.161499999999997423e-01
5.000000000000000240e-05,6.040000000000000230e-02,7.865000000000002545e-02,7.860000000000000320e-02,7.234999999999999765e-02,6.324999999999998679e-02,5.504999999999997395e-02,4.429999999999994359e-02,3.794999999999994905e-02,3.124999999999995490e-02
5.770999999999998353e-01,3.798500000000000210e-01,2.578999999999999071e-01,1.842999999999999916e-01,1.287999999999999978e-01,9.419999999999995044e-02,7.139999999999999125e-02,5.454999999999995963e-02,4.134999999999997011e-02,3.364999999999996466e-02
5.000000000000000240e-05,5.044999999999995322e-02,7.079999999999997407e-02,7.430000000000004656e-02,6.995000000000001217e-02,6.015000000000000902e-02,5.304999999999992361e-02,4.364999999999995967e-02,3.649999999999993527e-02,2.934999999999994211e-02
4.227999999999999536e-01,2.989500000000001600e-01,2.109500000000000541e-01,1.548000000000001042e-01,1.181999999999999856e-01,8.615000000000007374e-02,6.584999999999999187e-02,5.444999999999997065e-02,3.994999999999997858e-02,3.474999999999993372e-02
