0.000000000000000000e+00,1.052631578947370349e-03,2.105263157894740698e-03,3.157894736842103024e-03,4.210526315789481396e-03,5.263157894736848058e-03,6.315789473684206047e-03,7.368421052631578781e-03,8.421052631578962791e-03,9.473684210526302565e-03,1.052631578947369612e-02,1.157894736842105497e-02,1.263157894736841209e-02,1.368421052631576401e-02,1.473684210526315756e-02,1.578947368421055805e-02,1.684210526315792558e-02,1.789473684210523413e-02,1.894736842105260513e-02,2.000000000000001429e-02
0.000000000000000000e+00,3.149999999999998634e-02,6.029999999999998556e-02,8.869999999999997331e-02,1.163999999999999757e-01,1.386000000000000010e-01,1.659999999999999809e-01,1.979000000000000759e-01,2.177000000000000601e-01,2.389000000000000290e-01,2.612999999999999767e-01,2.932000000000000162e-01,3.050999999999999268e-01,3.295999999999998931e-01,3.407999999999999918e-01,3.622999999999998999e-01,3.806999999999998718e-01,3.989999999999999658e-01,4.129999999999998117e-01,4.310999999999999832e-01
0.000000000000000000e+00,2.051999999999998825e-01,3.545000000000000373e-01,4.537000000000001032e-01,5.376999999999998447e-01,5.853000000000000425e-01,6.187000000000002498e-01,6.300999999999999934e-01,6.372999999999996446e-01,6.409999999999999032e-01,6.414999999999999591e-01,6.200000000000001066e-01,6.249000000000002331e-01,6.074000000000002730e-01,6.027000000000000135e-01,5.888999999999999790e-01,5.686000000000001053e-01,5.585000000000001075e-01,5.438000000000000611e-01,5.309999999999999165e-01
1.000000000000000048e-04,4.739999999999995606e-02,6.819999999999998286e-02,6.589999999999997249e-02,5.989999999999996022e-02,5.449999999999998596e-02,4.419999999999997542e-02,3.729999999999997207e-02,3.369999999999997303e-02,2.859999999999998654e-02,2.339999999999999372e-02,1.840000000000001010e-02,1.650000000000001119e-02,1.390000000000000784e-02,1.710000000000001102e-02,1.280000000000000755e-02,1.120000000000000856e-02,1.080000000000000751e-02,1.050000000000000759e-02,1.110000000000000570e-02
9.986999999999999211e-01,5.896999999999998909e-01,3.552000000000000157e-01,2.285999999999999699e-01,1.436000000000000054e-01,1.040999999999999842e-01,7.189999999999997782e-02,5.169999999999996126e-02,3.919999999999999180e-02,3.099999999999998243e-02,2.619999999999999066e-02,2.659999999999998477e-02,1.720000000000001389e-02,1.700000000000001163e-02,1.290000000000000695e-02,1.400000000000000723e-02,1.400000000000000723e-02,1.010000000000000481e-02,1.130000000000000622e-02,9.100000000000005654e-03
2.000000000000000096e-04,4.019999999999997881e-02,5.879999999999998422e-02,5.859999999999999237e-02,5.489999999999997660e-02,5.139999999999998043e-02,4.669999999999997070e-02,3.659999999999997977e-02,3.209999999999997577e-02,2.859999999999998654e-02,2.270000000000000143e-02,2.050000000000001127e-02,1.750000000000001207e-02,1.800000000000001252e-02,1.220000000000000945e-02,1.160000000000000614e-02,1.280000000000000755e-02,1.120000000000000856e-02,1.180000000000000840e-02,9.000000000000006259e-03
1.000000000000000021e-03,8.599999999999999312e-02,1.030000000000000221e-01,1.044999999999999957e-01,8.749999999999999445e-02,6.609999999999996434e-02,5.249999999999997030e-02,4.639999999999996905e-02,3.999999999999998002e-02,3.189999999999999086e-02,2.489999999999999158e-02,2.130000000000000643e-02,1.880000000000001115e-02,1.410000000000000836e-02,1.430000000000000888e-02,1.040000000000000646e-02,1.270000000000000989e-02,1.040000000000000646e-02,9.600000000000006098e-03,8.700000000000006339e-03
0.000000000000000000e+00,3.179999999999998800e-02,6.169999999999997015e-02,9.229999999999999316e-02,1.170999999999999680e-01,1.373000000000000886e-01,1.693000000000000338e-01,1.915999999999999648e-01,2.213000000000001077e-01,2.391999999999999404e-01,2.573000000000000287e-01,2.868999999999998773e-01,3.046000000000000929e-01,3.319000000000000283e-01,3.408999999999998698e-01,3.654000000000000581e-01,3.813000000000001943e-01,4.112000000000001210e-01,4.189000000000000501e-01,4.328999999999998405e-01
0.000000000000000000e+00,3.339999999999997138e-02,7.619999999999998996e-02,1.165999999999999814e-01,1.633000000000000562e-01,1.955999999999999961e-01,2.191999999999999782e-01,2.394999999999999907e-01,2.517000000000000348e-01,2.584000000000001296e-01,2.736999999999998878e-01,2.655999999999998917e-01,2.648000000000000909e-01,2.651999999999998803e-01,2.603999999999999093e-01,2.632999999999999230e-01,2.569000000000001283e-01,2.486999999999999766e-01,2.448000000000000731e-01,2.500999999999999890e-01
0.000000000000000000e+00,1.450000000000001114e-02,2.809999999999999304e-02,4.299999999999995492e-02,5.079999999999998406e-02,6.429999999999996829e-02,6.439999999999999891e-02,7.449999999999996902e-02,8.189999999999997282e-02,9.089999999999996694e-02,8.830000000000000349e-02,9.949999999999996347e-02,1.062999999999999917e-01,1.034999999999999393e-01,1.095999999999999752e-01,1.191000000000000392e-01,1.178999999999999493e-01,1.145000000000000323e-01,1.214999999999999830e-01,1.195000000000000090e-01
