0.000000000000000000e+00,6.639999999999997293e-02,1.193000000000000033e-01,1.727000000000000202e-01,2.275000000000000355e-01,2.761999999999999456e-01,3.119999999999998330e-01,3.628000000000001779e-01,3.876999999999999336e-01,4.370999999999999885e-01
0.000000000000000000e+00,3.645000000000000462e-01,5.488000000000002876e-01,6.198999999999998956e-01,6.450000000000001288e-01,6.312000000000000943e-01,6.217000000000000304e-01,5.843999999999998085e-01,5.658000000000000806e-01,5.256000000000001782e-01
2.000000000000000096e-04,6.519999999999998019e-02,6.099999999999998479e-02,4.269999999999998797e-02,3.119999999999998469e-02,2.300000000000000308e-02,1.590000000000001135e-02,1.290000000000000868e-02,1.060000000000000525e-02,8.900000000000005129e-03
9.986000000000000432e-01,3.409999999999999698e-01,1.314000000000000168e-01,6.779999999999997140e-02,3.459999999999997800e-02,2.380000000000000171e-02,1.650000000000001119e-02,1.270000000000000989e-02,1.170000000000000553e-02,9.800000000000004888e-03
0.000000000000000000e+00,5.949999999999995570e-02,5.679999999999998245e-02,4.459999999999997300e-02,3.009999999999998094e-02,2.150000000000000522e-02,1.640000000000001179e-02,1.360000000000000965e-02,1.330000000000000800e-02,9.200000000000006783e-03
1.199999999999999895e-03,1.033999999999999780e-01,8.269999999999998186e-02,5.229999999999997151e-02,3.159999999999998227e-02,2.430000000000000215e-02,1.750000000000001207e-02,1.360000000000000792e-02,1.090000000000000517e-02,9.400000000000005573e-03
0.000000000000000000e+00,6.389999999999995683e-02,1.236000000000000293e-01,1.717000000000000193e-01,2.240999999999999936e-01,2.750999999999999002e-01,3.187999999999999723e-01,3.577000000000000179e-01,4.065000000000000835e-01,4.335999999999999854e-01
0.000000000000000000e+00,8.509999999999996734e-02,1.729000000000000536e-01,2.230000000000000870e-01,2.567999999999999727e-01,2.603999999999999093e-01,2.641000000000000014e-01,2.570000000000000062e-01,2.542999999999999705e-01,2.350999999999999757e-01
0.000000000000000000e+00,3.959999999999996162e-02,6.699999999999997624e-02,9.539999999999997093e-02,1.155000000000000054e-01,1.325000000000000344e-01,1.434999999999999609e-01,1.461999999999999689e-01,1.486000000000000099e-01,1.557000000000000606e-01
1.000000000000000048e-04,1.168000000000000010e-01,1.362000000000000155e-01,1.188999999999999502e-01,1.024000000000000049e-01,8.369999999999996887e-02,7.069999999999994345e-02,6.169999999999994933e-02,4.769999999999997159e-02,4.439999999999998809e-02
9.989999999999998881e-01,4.760000000000002007e-01,2.504000000000001225e-01,1.618000000000000271e-01,1.168999999999999900e-01,9.299999999999998546e-02,6.719999999999998197e-02,6.129999999999997257e-02,4.999999999999998196e-02,4.259999999999996428e-02
0.000000000000000000e+00,8.599999999999999312e-02,1.088000000000000078e-01,1.048999999999999794e-01,9.199999999999997069e-02,7.739999999999999658e-02,6.599999999999996148e-02,5.869999999999998136e-02,4.919999999999999374e-02,4.449999999999997707e-02
8.999999999999999754e-04,1.326000000000000234e-01,1.411000000000000587e-01,1.242999999999999799e-01,9.229999999999999316e-02,7.789999999999996927e-02,6.969999999999997031e-02,5.739999999999997882e-02,4.369999999999997498e-02,4.409999999999995868e-02
