0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.421000000000000041e-01,1.358000000000000040e-01,0.000000000000000000e+00,8.590000000000000413e-02,0.000000000000000000e+00,6.361999999999999877e-01,1.487999999999999878e-01,6.000000000000000125e-03,2.999999999999999737e-04,1.181999999999999995e-01,2.000000000000000096e-04,7.265000000000000346e-01
2.656999999999999917e-01,2.106000000000000094e-01,0.000000000000000000e+00,1.069999999999999979e-01,0.000000000000000000e+00,4.167000000000000148e-01,2.626000000000000001e-01,9.400000000000000369e-03,1.100000000000000066e-03,1.778000000000000136e-01,5.999999999999999474e-04,5.484999999999999876e-01
3.708000000000000185e-01,2.431000000000000105e-01,0.000000000000000000e+00,1.013000000000000012e-01,0.000000000000000000e+00,2.847999999999999976e-01,3.650999999999999801e-01,1.280000000000000061e-02,1.600000000000000077e-03,1.988999999999999935e-01,2.700000000000000143e-03,4.188999999999999946e-01
4.563999999999999724e-01,2.629000000000000226e-01,1.000000000000000048e-04,8.680000000000000215e-02,0.000000000000000000e+00,1.938000000000000000e-01,4.489000000000000212e-01,1.849999999999999908e-02,3.399999999999999811e-03,2.064000000000000001e-01,3.099999999999999891e-03,3.196999999999999842e-01
5.293999999999999817e-01,2.606999999999999873e-01,0.000000000000000000e+00,7.969999999999999307e-02,1.000000000000000048e-04,1.300999999999999934e-01,5.188000000000000389e-01,2.239999999999999977e-02,3.099999999999999891e-03,1.910000000000000031e-01,3.700000000000000164e-03,2.610000000000000098e-01
5.895000000000000240e-01,2.525000000000000022e-01,2.000000000000000096e-04,6.230000000000000121e-02,1.000000000000000048e-04,9.539999999999999869e-02,5.847999999999999865e-01,2.359999999999999945e-02,5.499999999999999681e-03,1.650000000000000078e-01,4.799999999999999580e-03,2.162999999999999923e-01
6.273999999999999577e-01,2.535999999999999921e-01,1.000000000000000048e-04,5.220000000000000334e-02,0.000000000000000000e+00,6.669999999999999540e-02,6.299000000000000155e-01,2.319999999999999840e-02,5.300000000000000024e-03,1.517999999999999905e-01,6.599999999999999964e-03,1.832000000000000017e-01
6.760000000000000453e-01,2.305000000000000104e-01,2.000000000000000096e-04,3.989999999999999797e-02,1.000000000000000048e-04,5.330000000000000016e-02,6.733000000000000096e-01,2.429999999999999868e-02,7.300000000000000065e-03,1.350000000000000089e-01,6.599999999999999964e-03,1.534999999999999976e-01
