0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.470000000000000251e-02,6.539999999999999980e-02,0.000000000000000000e+00,8.028999999999999471e-01,0.000000000000000000e+00,5.700000000000000205e-02,7.470000000000000251e-02,1.399999999999999986e-03,0.000000000000000000e+00,8.637000000000000233e-01,0.000000000000000000e+00,6.019999999999999657e-02
1.383999999999999952e-01,1.151999999999999968e-01,0.000000000000000000e+00,6.551000000000000156e-01,0.000000000000000000e+00,9.130000000000000615e-02,1.443000000000000116e-01,3.299999999999999982e-03,2.000000000000000096e-04,7.419999999999999929e-01,0.000000000000000000e+00,1.102000000000000063e-01
2.046999999999999931e-01,1.540999999999999870e-01,0.000000000000000000e+00,5.205999999999999517e-01,0.000000000000000000e+00,1.205999999999999989e-01,2.064999999999999891e-01,5.700000000000000205e-03,0.000000000000000000e+00,6.594999999999999751e-01,5.000000000000000104e-04,1.277999999999999969e-01
2.650000000000000133e-01,1.889000000000000123e-01,0.000000000000000000e+00,4.255999999999999783e-01,0.000000000000000000e+00,1.204999999999999960e-01,2.629000000000000226e-01,5.000000000000000104e-03,4.000000000000000192e-04,5.708999999999999631e-01,4.000000000000000192e-04,1.603999999999999870e-01
3.279000000000000248e-01,2.005000000000000115e-01,0.000000000000000000e+00,3.513999999999999901e-01,0.000000000000000000e+00,1.202000000000000013e-01,3.175000000000000044e-01,8.500000000000000611e-03,8.999999999999999754e-04,5.061999999999999833e-01,5.999999999999999474e-04,1.663000000000000034e-01
3.624999999999999889e-01,2.184000000000000108e-01,0.000000000000000000e+00,2.987000000000000210e-01,0.000000000000000000e+00,1.203999999999999931e-01,3.668000000000000149e-01,8.899999999999999925e-03,6.999999999999999929e-04,4.466999999999999860e-01,1.100000000000000066e-03,1.758000000000000118e-01
4.107000000000000095e-01,2.280999999999999972e-01,0.000000000000000000e+00,2.454999999999999960e-01,0.000000000000000000e+00,1.156999999999999973e-01,4.107999999999999985e-01,9.799999999999999684e-03,1.600000000000000077e-03,3.850999999999999979e-01,1.000000000000000021e-03,1.917000000000000093e-01
4.466999999999999860e-01,2.366999999999999937e-01,0.000000000000000000e+00,2.039999999999999869e-01,0.000000000000000000e+00,1.126000000000000056e-01,4.460000000000000075e-01,1.209999999999999964e-02,1.399999999999999986e-03,3.605999999999999761e-01,2.200000000000000133e-03,1.776999999999999968e-01
4.869999999999999885e-01,2.396999999999999964e-01,1.000000000000000048e-04,1.728999999999999981e-01,0.000000000000000000e+00,1.003000000000000003e-01,4.873000000000000109e-01,1.250000000000000069e-02,2.399999999999999790e-03,3.200000000000000067e-01,2.200000000000000133e-03,1.756000000000000061e-01
5.209000000000000297e-01,2.442999999999999894e-01,0.000000000000000000e+00,1.476000000000000090e-01,1.000000000000000048e-04,8.709999999999999687e-02,5.240000000000000213e-01,1.319999999999999993e-02,2.899999999999999800e-03,2.807999999999999940e-01,2.700000000000000143e-03,1.764000000000000012e-01
5.503000000000000114e-01,2.353000000000000091e-01,2.000000000000000096e-04,1.265999999999999903e-01,2.000000000000000096e-04,8.740000000000000546e-02,5.423000000000000043e-01,1.480000000000000066e-02,2.899999999999999800e-03,2.641000000000000014e-01,2.500000000000000052e-03,1.733999999999999986e-01
5.793000000000000371e-01,2.394999999999999907e-01,2.999999999999999737e-04,1.034999999999999948e-01,0.000000000000000000e+00,7.739999999999999658e-02,5.863000000000000433e-01,1.689999999999999836e-02,2.799999999999999972e-03,2.359999999999999876e-01,3.700000000000000164e-03,1.542999999999999927e-01
6.010999999999999677e-01,2.431999999999999995e-01,0.000000000000000000e+00,8.550000000000000655e-02,0.000000000000000000e+00,7.019999999999999851e-02,6.088000000000000078e-01,1.469999999999999953e-02,3.899999999999999821e-03,2.109999999999999931e-01,3.200000000000000153e-03,1.584000000000000130e-01
6.309000000000000163e-01,2.250000000000000056e-01,0.000000000000000000e+00,7.969999999999999307e-02,2.000000000000000096e-04,6.419999999999999318e-02,6.247000000000000330e-01,1.569999999999999868e-02,5.000000000000000104e-03,1.996999999999999886e-01,3.500000000000000073e-03,1.514000000000000068e-01
6.479000000000000314e-01,2.164000000000000090e-01,1.000000000000000048e-04,7.820000000000000562e-02,1.000000000000000048e-04,5.729999999999999677e-02,6.574999999999999734e-01,1.750000000000000167e-02,5.000000000000000104e-03,1.751999999999999946e-01,4.700000000000000185e-03,1.401000000000000023e-01
6.704999999999999849e-01,2.152000000000000024e-01,1.000000000000000048e-04,6.210000000000000242e-02,2.999999999999999737e-04,5.179999999999999882e-02,6.831000000000000405e-01,1.720000000000000001e-02,3.899999999999999821e-03,1.600999999999999923e-01,4.599999999999999922e-03,1.310999999999999943e-01
6.887999999999999678e-01,2.121000000000000107e-01,2.999999999999999737e-04,5.160000000000000003e-02,2.999999999999999737e-04,4.689999999999999725e-02,6.924000000000000155e-01,2.019999999999999921e-02,5.000000000000000104e-03,1.477999999999999869e-01,5.199999999999999761e-03,1.293999999999999873e-01
7.128999999999999782e-01,1.990000000000000102e-01,2.000000000000000096e-04,4.359999999999999987e-02,0.000000000000000000e+00,4.429999999999999910e-02,7.106000000000000094e-01,2.139999999999999888e-02,3.899999999999999821e-03,1.355999999999999983e-01,5.000000000000000104e-03,1.234999999999999987e-01
7.258000000000000007e-01,1.985000000000000098e-01,5.000000000000000104e-04,4.009999999999999676e-02,1.000000000000000048e-04,3.500000000000000333e-02,7.258000000000000007e-01,1.990000000000000102e-02,5.700000000000000205e-03,1.290999999999999925e-01,5.599999999999999943e-03,1.139000000000000012e-01
