0.000000000000000000e+00,1.111111111111111110e-03,2.222222222222222220e-03,3.333333333333333114e-03,4.444444444444444441e-03,5.555555555555555768e-03,6.666666666666666227e-03,7.777777777777777554e-03,8.888888888888888881e-03,1.000000000000000021e-02
0.000000000000000000e+00,5.999999999999999778e-02,9.500000000000000111e-02,1.199999999999999956e-01,1.549999999999999989e-01,1.950000000000000067e-01,2.449999999999999956e-01,2.949999999999999845e-01,3.200000000000000067e-01,3.099999999999999978e-01
0.000000000000000000e+00,9.500000000000000111e-02,1.650000000000000078e-01,3.400000000000000244e-01,3.900000000000000133e-01,3.599999999999999867e-01,4.699999999999999734e-01,4.199999999999999845e-01,4.749999999999999778e-01,5.150000000000000133e-01
0.000000000000000000e+00,1.499999999999999944e-02,2.500000000000000139e-02,3.500000000000000333e-02,3.500000000000000333e-02,7.000000000000000666e-02,2.000000000000000042e-02,4.000000000000000083e-02,1.000000000000000021e-02,2.999999999999999889e-02
1.000000000000000000e+00,7.600000000000000089e-01,5.899999999999999689e-01,4.249999999999999889e-01,3.350000000000000200e-01,2.949999999999999845e-01,1.600000000000000033e-01,1.700000000000000122e-01,1.449999999999999900e-01,9.500000000000000111e-02
0.000000000000000000e+00,2.999999999999999889e-02,2.999999999999999889e-02,4.499999999999999833e-02,3.500000000000000333e-02,2.500000000000000139e-02,2.500000000000000139e-02,3.500000000000000333e-02,2.500000000000000139e-02,2.000000000000000042e-02
0.000000000000000000e+00,4.000000000000000083e-02,9.500000000000000111e-02,3.500000000000000333e-02,5.000000000000000278e-02,5.500000000000000028e-02,8.000000000000000167e-02,4.000000000000000083e-02,2.500000000000000139e-02,2.999999999999999889e-02
0.000000000000000000e+00,5.500000000000000028e-02,8.500000000000000611e-02,1.600000000000000033e-01,2.000000000000000111e-01,2.349999999999999867e-01,2.300000000000000100e-01,2.349999999999999867e-01,3.300000000000000155e-01,3.400000000000000244e-01
0.000000000000000000e+00,8.500000000000000611e-02,1.499999999999999944e-01,1.449999999999999900e-01,1.199999999999999956e-01,1.650000000000000078e-01,1.700000000000000122e-01,1.449999999999999900e-01,1.250000000000000000e-01,1.049999999999999961e-01
0.000000000000000000e+00,8.000000000000000167e-02,1.499999999999999944e-01,2.600000000000000089e-01,2.800000000000000266e-01,3.049999999999999933e-01,3.750000000000000000e-01,4.099999999999999756e-01,3.549999999999999822e-01,4.149999999999999800e-01
0.000000000000000000e+00,2.000000000000000042e-02,2.500000000000000139e-02,3.500000000000000333e-02,2.500000000000000139e-02,6.500000000000000222e-02,2.500000000000000139e-02,2.000000000000000042e-02,1.499999999999999944e-02,2.000000000000000042e-02
1.000000000000000000e+00,7.199999999999999734e-01,5.350000000000000311e-01,3.400000000000000244e-01,2.800000000000000266e-01,2.049999999999999878e-01,1.549999999999999989e-01,1.250000000000000000e-01,1.199999999999999956e-01,8.500000000000000611e-02
0.000000000000000000e+00,1.499999999999999944e-02,1.499999999999999944e-02,5.000000000000000104e-03,2.500000000000000139e-02,1.499999999999999944e-02,1.000000000000000021e-02,3.500000000000000333e-02,2.999999999999999889e-02,5.000000000000000104e-03
0.000000000000000000e+00,2.500000000000000139e-02,4.000000000000000083e-02,5.500000000000000028e-02,7.000000000000000666e-02,1.000000000000000021e-02,3.500000000000000333e-02,2.999999999999999889e-02,2.500000000000000139e-02,2.999999999999999889e-02
